Id,SalePrice
1461,129342.6120137407
1462,184045.58626854385
1463,161945.5646245879
1464,176857.16139431484
1465,209312.77032826963
1466,163799.71480361297
1467,170126.55029198955
1468,154095.58504249362
1469,193930.07457114928
1470,108610.69751952033
1471,200025.93305405794
1472,122354.43802533792
1473,106493.57863858916
1474,143725.52067065815
1475,144561.20903756097
1476,333958.9224175035
1477,247670.40052290368
1478,296355.3031480115
1479,275527.3400643562
1480,459724.4313903741
1481,306579.85877126676
1482,221763.38096996883
1483,195949.23473921895
1484,175020.82104959575
1485,183434.9504035368
1486,185227.07907780743
1487,306222.5310829212
1488,230174.08358403214
1489,194884.6516798224
1490,196255.29942076784
1491,196969.66361389408
1492,114183.54588036252
1493,165435.00366178266
1494,252703.20369500574
1495,269749.03416117025
1496,204209.4122194052
1497,178440.40732332744
1498,168738.30558296017
1499,166442.0106799862
1500,145883.4363834968
1501,152254.22838084653
1502,159766.59811951412
1503,273928.0939321882
1504,234686.1986782356
1505,214069.70307041102
1506,189960.47763787332
1507,205383.25301946918
1508,211304.38127347824
1509,157046.4215965355
1510,147565.53571323256
1511,138962.94950992268
1512,156848.82934190758
1513,160271.14451168952
1514,136341.8305508227
1515,156980.86879974665
1516,177153.51636390245
1517,174731.70113533377
1518,107698.5927981002
1519,211767.36871137974
1520,126807.87725016121
1521,140065.7570708785
1522,163191.55228558436
1523,104388.334071645
1524,126810.91073503166
1525,132765.9073090917
1526,147489.83373984782
1527,94601.6297189742
1528,146821.64807668666
1529,126771.64163804753
1530,172998.83977493428
1531,95116.40787304625
1532,110231.74902125525
1533,120583.46010252499
1534,132238.60351043407
1535,150037.96246251487
1536,118201.33373813145
1537,69087.58355322071
1538,211438.23550105272
1539,197174.6545920449
1540,103042.50160965991
1541,145682.94718194092
1542,126637.92176968757
1543,180895.87948614862
1544,91835.61690473436
1545,128461.04842144315
1546,125402.12341580536
1547,117291.73820620592
1548,137910.0289450569
1549,111766.73291469106
1550,119742.29192925035
1551,134066.7916049993
1552,104411.76776555469
1553,154850.01984902474
1554,121980.35652278173
1555,174037.00579191605
1556,111092.72715248629
1557,139943.5695157004
1558,122672.12315908479
1559,92974.43436505763
1560,106312.7256823273
1561,108395.37578667341
1562,115851.0971581618
1563,122268.06161912876
1564,145922.63812481033
1565,131870.5109918021
1566,251666.43838855598
1567,95183.8310172436
1568,211778.7558914826
1569,113787.12463100105
1570,139115.7052338545
1571,107768.31787801042
1572,139572.497505145
1573,236905.13183325654
1574,139015.95809767913
1575,236620.53483333648
1576,200089.04671075183
1577,179571.731795588
1578,155047.95417054297
1579,141845.85897167766
1580,188291.48050307407
1581,143558.6520537772
1582,119702.95753304058
1583,289946.0737183503
1584,201411.12193439246
1585,145337.47965845728
1586,75612.1830042312
1587,109512.93963888987
1588,140480.0913830368
1589,109053.48676544
1590,145799.70428572266
1591,97947.0069909904
1592,116773.50079665752
1593,131620.98482062254
1594,82111.45216287058
1595,124730.30597791848
1596,198410.05290009303
1597,121817.1907265475
1598,213939.9134494292
1599,194730.53283496498
1600,198174.5397117431
1601,69873.89251144584
1602,131089.0334781282
1603,93681.01092346072
1604,241828.7781031168
1605,243435.4397526243
1606,178338.9907543135
1607,151738.12728883125
1608,203950.72685373045
1609,185787.45342630844
1610,128948.36397345399
1611,142132.6466204566
1612,148864.37135345628
1613,150036.28390623222
1614,119775.10947835278
1615,97206.24038661314
1616,90280.3420805657
1617,94708.41027416232
1618,118237.55723697366
1619,133155.63331846282
1620,113255.99260612384
1621,129913.13165828302
1622,135496.05751066838
1623,256462.55471183293
1624,213693.78897667408
1625,148420.66189987055
1626,173642.29859556473
1627,177326.26126859494
1628,254476.53665932512
1629,173576.18537190533
1630,317835.7872223249
1631,232790.84446418122
1632,250305.54044823596
1633,168077.77240841696
1634,162865.0404770804
1635,157911.46127171817
1636,147738.23238750882
1637,168201.66479789917
1638,214838.29799664297
1639,183283.157580823
1640,235232.0939080742
1641,172061.11847521813
1642,190025.21423654896
1643,222886.73977823847
1644,218873.6927536418
1645,161048.94451011615
1646,160995.40009709317
1647,186910.54237495043
1648,126867.54623100221
1649,129115.98401949277
1650,105488.37170870787
1651,107669.79533756095
1652,120866.46384909269
1653,119362.46423856408
1654,139545.56194132564
1655,151184.32650528417
1656,140657.9783620083
1657,140158.11083371422
1658,140019.12964551314
1659,150185.07819091805
1660,140077.0212247017
1661,394528.3069260164
1662,354546.01578167075
1663,354470.382720665
1664,522404.74463518156
1665,304541.16728816193
1666,323703.13703212
1667,380787.4699091785
1668,306599.76088563417
1669,292595.23102361267
1670,332565.6777748398
1671,260928.3061349443
1672,433262.53590833384
1673,263282.79610766226
1674,238383.9919254088
1675,176434.2989432851
1676,170012.21871186385
1677,220534.72305172108
1678,535195.4292684926
1679,345301.29204814654
1680,313194.77163670544
1681,259240.7373875383
1682,325323.12867154536
1683,182554.9423316367
1684,180757.9589327487
1685,152717.86921342256
1686,171452.70537741092
1687,167105.45820562256
1688,181571.78511078842
1689,189562.0579991901
1690,187995.21371210433
1691,178833.67737632027
1692,241892.07072917646
1693,168280.1245366545
1694,159093.8385296991
1695,161322.74749292916
1696,243699.97097416173
1697,164347.66235842052
1698,302422.6663131105
1699,245158.4864778646
1700,214734.48451807056
1701,266503.5129315302
1702,252079.2193098234
1703,241636.32803768534
1704,266328.6577262457
1705,232850.3755351529
1706,424258.622690109
1707,198499.6577842476
1708,199616.45485023502
1709,301004.31451072445
1710,223912.71642955756
1711,237368.42963128196
1712,252146.8917910059
1713,240617.0343506516
1714,207570.96758571724
1715,183785.76584616152
1716,195213.28402594585
1717,170424.35493992423
1718,149055.1694716016
1719,201556.33697492589
1720,229563.50704778812
1721,193592.62655822496
1722,140963.87738601211
1723,148940.17119339172
1724,191495.75389924546
1725,205507.7047012649
1726,156957.59971642317
1727,163763.32689356542
1728,172508.5158046319
1729,160171.97078008798
1730,106146.38445494616
1731,115609.78892382364
1732,136211.93394093603
1733,124216.70572348738
1734,129554.31525973181
1735,124901.10594744072
1736,111801.39042488259
1737,327766.50217190903
1738,219156.1311349257
1739,220826.32209255153
1740,190403.06898552278
1741,170183.59778502744
1742,148485.51377220557
1743,169429.92821271587
1744,305977.77040744346
1745,230848.7750621451
1746,213311.5232393553
1747,207182.57956156397
1748,184752.78336749977
1749,142657.31473419667
1750,155789.91737950454
1751,221558.41002499938
1752,119211.29522276962
1753,145434.03748017896
1754,206595.84368891662
1755,190902.53967184888
1756,106281.98395976741
1757,119673.60944988762
1758,113795.57523493758
1759,153068.58568983275
1760,135340.25923146843
1761,147880.43333838938
1762,139781.63221562142
1763,172472.24223376633
1764,121868.06194712012
1765,185478.61176773696
1766,183321.23676235424
1767,215095.18267035746
1768,136784.23225787515
1769,187888.9849424752
1770,153929.6530909476
1771,127332.19526509603
1772,130387.72819805898
1773,115865.5574775388
1774,115802.69310466538
1775,142682.7692835715
1776,124128.78383793154
1777,119328.478333052
1778,128738.69430239286
1779,107435.76565631726
1780,179271.6507361771
1781,130541.46126173089
1782,83090.35363907581
1783,126530.8380619823
1784,94727.38133156438
1785,122075.47813398918
1786,122042.78894678432
1787,156748.27162467825
1788,67697.56449725092
1789,114580.17568034165
1790,80584.30644641124
1791,132745.14765703658
1792,164654.53714310285
1793,150879.60340307947
1794,147452.9092192122
1795,153458.8036700272
1796,127032.08364289002
1797,137230.5282969658
1798,119009.681588371
1799,116986.54664270149
1800,118605.7202951349
1801,123026.43333284218
1802,147304.8563551779
1803,147076.38500965695
1804,139527.61100361633
1805,147140.72568026118
1806,133004.2777081614
1807,116447.86493062998
1808,125369.87609493034
1809,122490.07238147987
1810,120704.72321132553
1811,81347.45522406715
1812,116207.10723406532
1813,118661.11722775211
1814,94462.84925448301
1815,59752.438448390225
1816,109680.71786754727
1817,100612.36685746977
1818,161851.10578467438
1819,125813.6035122916
1820,81596.90933941038
1821,130029.37200762461
1822,136645.0861771915
1823,73584.6285278191
1824,139988.8947442757
1825,114076.8616822923
1826,103391.92785692899
1827,109723.99551555698
1828,124031.91520840417
1829,115583.66912510744
1830,144889.02599161802
1831,174977.81325165153
1832,85616.43062640064
1833,140418.13106260824
1834,125829.55400361304
1835,175672.43647336186
1836,137945.989293293
1837,100991.87325936691
1838,146863.7711105823
1839,90172.91917080895
1840,155867.5452490413
1841,111011.8306298981
1842,110365.93306612283
1843,145986.6782103748
1844,136068.74387213608
1845,148931.58428940168
1846,172397.72879253415
1847,151476.05783442035
1848,61971.60067222142
1849,103885.91701758529
1850,124836.48768380821
1851,150168.71692627654
1852,123406.36493866288
1853,127998.74240282046
1854,188656.63630532983
1855,164798.90898607147
1856,214843.97402588188
1857,152587.2361301714
1858,89268.89461635913
1859,83913.03017575509
1860,100994.93230176365
1861,83714.98859624982
1862,183889.29525512634
1863,171808.0090935713
1864,171918.3589173
1865,295420.60334183567
1866,311395.51105812803
1867,235991.89142259938
1868,301119.1003941796
1869,188194.18119407323
1870,241773.10935094845
1871,243996.47464432954
1872,161388.17697750792
1873,256608.58141511335
1874,136382.35903056958
1875,226838.4465084761
1876,173499.21082313094
1877,214253.62565517516
1878,207997.69784092045
1879,141501.24871711407
1880,125398.0106803207
1881,236933.3786724998
1882,253201.8488922535
1883,184003.84455444102
1884,200982.4887180266
1885,276334.8663165921
1886,295391.81536226446
1887,199377.89006532065
1888,260018.044935783
1889,159507.9453153591
1890,125250.33176123805
1891,139662.59274060733
1892,96563.20279957997
1893,139583.78055300305
1894,112831.97671113313
1895,140300.95827009206
1896,120317.97598928412
1897,116772.34565949286
1898,131229.6349424179
1899,133221.70199071872
1900,154329.70291230525
1901,140824.46420763378
